T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2022-2023,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2022-2023,10,DALLAS COUNTY,057846,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,Male,732
2022-2023,04,HARRIS COUNTY,101874,LEGACY SCHOOL OF SPORT SCIENCES,OPEN ENROLLMENT CHARTER,Female,136
2022-2023,04,HARRIS COUNTY,101874,LEGACY SCHOOL OF SPORT SCIENCES,OPEN ENROLLMENT CHARTER,Male,311
2022-2023,20,BEXAR COUNTY,015806,LEGACY TRADITIONAL SCHOOLS - TEXAS,OPEN ENROLLMENT CHARTER,Female,485
2022-2023,20,BEXAR COUNTY,015806,LEGACY TRADITIONAL SCHOOLS - TEXAS,OPEN ENROLLMENT CHARTER,Male,446
2022-2023,06,POLK COUNTY,187906,LEGGETT ISD,TRADITIONAL ISD/CSD,Female,102
2022-2023,06,POLK COUNTY,187906,LEGGETT ISD,TRADITIONAL ISD/CSD,Male,121
2022-2023,06,LEON COUNTY,145911,LEON ISD,TRADITIONAL ISD/CSD,Female,386
2022-2023,06,LEON COUNTY,145911,LEON ISD,TRADITIONAL ISD/CSD,Male,380
2022-2023,10,FANNIN COUNTY,074909,LEONARD ISD,TRADITIONAL ISD/CSD,Female,375
2022-2023,10,FANNIN COUNTY,074909,LEONARD ISD,TRADITIONAL ISD/CSD,Male,439
2022-2023,17,HOCKLEY COUNTY,110902,LEVELLAND ISD,TRADITIONAL ISD/CSD,Female,1283
2022-2023,17,HOCKLEY COUNTY,110902,LEVELLAND ISD,TRADITIONAL ISD/CSD,Male,1408
2022-2023,07,RUSK COUNTY,201904,LEVERETTS CHAPEL ISD,TRADITIONAL ISD/CSD,Female,107
2022-2023,07,RUSK COUNTY,201904,LEVERETTS CHAPEL ISD,TRADITIONAL ISD/CSD,Male,127
2022-2023,11,DENTON COUNTY,061902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,Female,23728
2022-2023,11,DENTON COUNTY,061902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,Male,25332
2022-2023,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Female,536
2022-2023,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Male,548
2022-2023,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Female,3813
2022-2023,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Male,4056
2022-2023,05,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Female,1156
2022-2023,05,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Male,1242
2022-2023,08,BOWIE COUNTY,019908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Female,988
2022-2023,08,BOWIE COUNTY,019908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Male,1015
2022-2023,10,DALLAS COUNTY,057807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Female,2752
2022-2023,10,DALLAS COUNTY,057807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Male,2746
2022-2023,20,BEXAR COUNTY,015825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Female,205
2022-2023,20,BEXAR COUNTY,015825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Male,217
2022-2023,07,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Female,2217
2022-2023,07,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Male,2252
2022-2023,08,CASS COUNTY,034905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Female,354
2022-2023,08,CASS COUNTY,034905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Male,306
2022-2023,11,COOKE COUNTY,049907,LINDSAY ISD,TRADITIONAL ISD/CSD,Female,224
2022-2023,11,COOKE COUNTY,049907,LINDSAY ISD,TRADITIONAL ISD/CSD,Male,262
2022-2023,11,ERATH COUNTY,072909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Female,132
2022-2023,11,ERATH COUNTY,072909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Male,150
2022-2023,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Female,229
2022-2023,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Male,238
2022-2023,05,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Female,1597
2022-2023,05,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Male,1743
2022-2023,11,DENTON COUNTY,061914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Female,4094
2022-2023,11,DENTON COUNTY,061914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Male,4257
2022-2023,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Female,595
2022-2023,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Male,608
2022-2023,06,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Female,1940
2022-2023,06,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Male,2121
2022-2023,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Female,949
2022-2023,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Male,988
2022-2023,13,CALDWELL COUNTY,028902,LOCKHART ISD,TRADITIONAL ISD/CSD,Female,3170
2022-2023,13,CALDWELL COUNTY,028902,LOCKHART ISD,TRADITIONAL ISD/CSD,Male,3273
2022-2023,17,FLOYD COUNTY,077902,LOCKNEY ISD,TRADITIONAL ISD/CSD,Female,199
2022-2023,17,FLOYD COUNTY,077902,LOCKNEY ISD,TRADITIONAL ISD/CSD,Male,208
2022-2023,15,MCCULLOCH COUNTY,160905,LOHN ISD,TRADITIONAL ISD/CSD,Female,65
2022-2023,15,MCCULLOCH COUNTY,160905,LOHN ISD,TRADITIONAL ISD/CSD,Male,66
2022-2023,12,LAMPASAS COUNTY,141902,LOMETA ISD,TRADITIONAL ISD/CSD,Female,143
2022-2023,12,LAMPASAS COUNTY,141902,LOMETA ISD,TRADITIONAL ISD/CSD,Male,133
2022-2023,02,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,Female,777
2022-2023,02,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,Male,801
2022-2023,10,HUNT COUNTY,116906,LONE OAK ISD,TRADITIONAL ISD/CSD,Female,520
2022-2023,10,HUNT COUNTY,116906,LONE OAK ISD,TRADITIONAL ISD/CSD,Male,563
2022-2023,10,COLLIN COUNTY,043802,LONE STAR LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Female,99
2022-2023,10,COLLIN COUNTY,043802,LONE STAR LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Male,75
2022-2023,07,GREGG COUNTY,092903,LONGVIEW ISD,TRADITIONAL ISD/CSD,Female,3965
2022-2023,07,GREGG COUNTY,092903,LONGVIEW ISD,TRADITIONAL ISD/CSD,Male,4309
2022-2023,17,GAINES COUNTY,083902,LOOP ISD,TRADITIONAL ISD/CSD,Female,71
2022-2023,17,GAINES COUNTY,083902,LOOP ISD,TRADITIONAL ISD/CSD,Male,86
2022-2023,14,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,Female,54
2022-2023,14,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,Male,86
2022-2023,12,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,Female,870
2022-2023,12,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,Male,937
2022-2023,17,CROSBY COUNTY,054902,LORENZO ISD,TRADITIONAL ISD/CSD,Female,112
2022-2023,17,CROSBY COUNTY,054902,LORENZO ISD,TRADITIONAL ISD/CSD,Male,127
2022-2023,01,CAMERON COUNTY,031906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,Female,5121
2022-2023,01,CAMERON COUNTY,031906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,Male,5444
2022-2023,03,WHARTON COUNTY,241906,LOUISE ISD,TRADITIONAL ISD/CSD,Female,266
2022-2023,03,WHARTON COUNTY,241906,LOUISE ISD,TRADITIONAL ISD/CSD,Male,268
2022-2023,10,COLLIN COUNTY,043919,LOVEJOY ISD,TRADITIONAL ISD/CSD,Female,2020
2022-2023,10,COLLIN COUNTY,043919,LOVEJOY ISD,TRADITIONAL ISD/CSD,Male,2234
2022-2023,06,HOUSTON COUNTY,113903,LOVELADY ISD,TRADITIONAL ISD/CSD,Female,258
2022-2023,06,HOUSTON COUNTY,113903,LOVELADY ISD,TRADITIONAL ISD/CSD,Male,280
2022-2023,17,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,Female,12356
2022-2023,17,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,Male,12891
2022-2023,17,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,Female,3849
2022-2023,17,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,Male,3901
2022-2023,14,JONES COUNTY,127905,LUEDERS-AVOCA ISD,TRADITIONAL ISD/CSD,Female,41
2022-2023,14,JONES COUNTY,127905,LUEDERS-AVOCA ISD,TRADITIONAL ISD/CSD,Male,60
2022-2023,07,ANGELINA COUNTY,003903,LUFKIN ISD,TRADITIONAL ISD/CSD,Female,3461
2022-2023,07,ANGELINA COUNTY,003903,LUFKIN ISD,TRADITIONAL ISD/CSD,Male,3703
2022-2023,13,CALDWELL COUNTY,028903,LULING ISD,TRADITIONAL ISD/CSD,Female,691
2022-2023,13,CALDWELL COUNTY,028903,LULING ISD,TRADITIONAL ISD/CSD,Male,725
2022-2023,05,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,Female,2039
2022-2023,05,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,Male,2156
2022-2023,10,DALLAS COUNTY,057805,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,Female,103
2022-2023,10,DALLAS COUNTY,057805,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,Male,120
2022-2023,01,WILLACY COUNTY,245902,LYFORD CISD,TRADITIONAL ISD/CSD,Female,702
2022-2023,01,WILLACY COUNTY,245902,LYFORD CISD,TRADITIONAL ISD/CSD,Male,694
2022-2023,20,ATASCOSA COUNTY,007904,LYTLE ISD,TRADITIONAL ISD/CSD,Female,885
2022-2023,20,ATASCOSA COUNTY,007904,LYTLE ISD,TRADITIONAL ISD/CSD,Male,925
2022-2023,10,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,Female,1892
2022-2023,10,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,Male,2012
2022-2023,06,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,Female,1204
2022-2023,06,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,Male,1227
2022-2023,06,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,Female,6828
2022-2023,06,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,Male,7218
2022-2023,07,HENDERSON COUNTY,107906,MALAKOFF ISD,TRADITIONAL ISD/CSD,Female,712
2022-2023,07,HENDERSON COUNTY,107906,MALAKOFF ISD,TRADITIONAL ISD/CSD,Male,721
2022-2023,12,HILL COUNTY,109908,MALONE ISD,TRADITIONAL ISD/CSD,Female,62
2022-2023,12,HILL COUNTY,109908,MALONE ISD,TRADITIONAL ISD/CSD,Male,66
2022-2023,08,BOWIE COUNTY,019910,MALTA ISD,TRADITIONAL ISD/CSD,Female,107
2022-2023,08,BOWIE COUNTY,019910,MALTA ISD,TRADITIONAL ISD/CSD,Male,113
2022-2023,10,DALLAS COUNTY,057844,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,Female,270
2022-2023,10,DALLAS COUNTY,057844,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,Male,223
2022-2023,13,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,Female,4455
2022-2023,13,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,Male,4800
2022-2023,11,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,Female,17321
2022-2023,11,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,Male,18401
2022-2023,18,BREWSTER COUNTY,022902,MARATHON ISD,TRADITIONAL ISD/CSD,Female,26
2022-2023,18,BREWSTER COUNTY,022902,MARATHON ISD,TRADITIONAL ISD/CSD,Male,33
2022-2023,13,BURNET COUNTY,027904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,Female,1879
2022-2023,13,BURNET COUNTY,027904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,Male,2184
2022-2023,18,PRESIDIO COUNTY,189901,MARFA ISD,TRADITIONAL ISD/CSD,Female,118
2022-2023,18,PRESIDIO COUNTY,189901,MARFA ISD,TRADITIONAL ISD/CSD,Male,115
2022-2023,20,GUADALUPE COUNTY,094904,MARION ISD,TRADITIONAL ISD/CSD,Female,732
2022-2023,20,GUADALUPE COUNTY,094904,MARION ISD,TRADITIONAL ISD/CSD,Male,795
2022-2023,12,FALLS COUNTY,073903,MARLIN ISD,TRADITIONAL ISD/CSD,Female,437
2022-2023,12,FALLS COUNTY,073903,MARLIN ISD,TRADITIONAL ISD/CSD,Male,489
2022-2023,07,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,Female,2484
2022-2023,07,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,Male,2573
2022-2023,12,MCLENNAN COUNTY,161908,MART ISD,TRADITIONAL ISD/CSD,Female,297
2022-2023,12,MCLENNAN COUNTY,161908,MART ISD,TRADITIONAL ISD/CSD,Male,291
2022-2023,07,VAN ZANDT COUNTY,234905,MARTINS MILL ISD,TRADITIONAL ISD/CSD,Female,237
2022-2023,07,VAN ZANDT COUNTY,234905,MARTINS MILL ISD,TRADITIONAL ISD/CSD,Male,258
2022-2023,07,NACOGDOCHES COUNTY,174909,MARTINSVILLE ISD,TRADITIONAL ISD/CSD,Female,149
2022-2023,07,NACOGDOCHES COUNTY,174909,MARTINSVILLE ISD,TRADITIONAL ISD/CSD,Male,174
2022-2023,15,MASON COUNTY,157901,MASON ISD,TRADITIONAL ISD/CSD,Female,316
2022-2023,15,MASON COUNTY,157901,MASON ISD,TRADITIONAL ISD/CSD,Male,393
2022-2023,03,MATAGORDA COUNTY,158904,MATAGORDA ISD,TRADITIONAL ISD/CSD,Female,44
2022-2023,03,MATAGORDA COUNTY,158904,MATAGORDA ISD,TRADITIONAL ISD/CSD,Male,45
2022-2023,02,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,Female,693
2022-2023,02,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,Male,792
2022-2023,08,BOWIE COUNTY,019903,MAUD ISD,TRADITIONAL ISD/CSD,Female,212
2022-2023,08,BOWIE COUNTY,019903,MAUD ISD,TRADITIONAL ISD/CSD,Male,264
2022-2023,15,BROWN COUNTY,025905,MAY ISD,TRADITIONAL ISD/CSD,Female,98
2022-2023,15,BROWN COUNTY,025905,MAY ISD,TRADITIONAL ISD/CSD,Male,156
2022-2023,10,ELLIS COUNTY,070915,MAYPEARL ISD,TRADITIONAL ISD/CSD,Female,536
2022-2023,10,ELLIS COUNTY,070915,MAYPEARL ISD,TRADITIONAL ISD/CSD,Male,676
2022-2023,01,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,Female,9873
2022-2023,01,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,Male,10526
2022-2023,18,UPTON COUNTY,231901,MCCAMEY ISD,TRADITIONAL ISD/CSD,Female,273
2022-2023,18,UPTON COUNTY,231901,MCCAMEY ISD,TRADITIONAL ISD/CSD,Male,232
2022-2023,13,BASTROP COUNTY,011905,MCDADE ISD,TRADITIONAL ISD/CSD,Female,176
2022-2023,13,BASTROP COUNTY,011905,MCDADE ISD,TRADITIONAL ISD/CSD,Male,180
2022-2023,12,MCLENNAN COUNTY,161909,MCGREGOR ISD,TRADITIONAL ISD/CSD,Female,734
2022-2023,12,MCLENNAN COUNTY,161909,MCGREGOR ISD,TRADITIONAL ISD/CSD,Male,769
2022-2023,10,COLLIN COUNTY,043907,MCKINNEY ISD,TRADITIONAL ISD/CSD,Female,11424
2022-2023,10,COLLIN COUNTY,043907,MCKINNEY ISD,TRADITIONAL ISD/CSD,Male,11918
2022-2023,16,GRAY COUNTY,090903,MCLEAN ISD,TRADITIONAL ISD/CSD,Female,93
2022-2023,16,GRAY COUNTY,090903,MCLEAN ISD,TRADITIONAL ISD/CSD,Male,105
2022-2023,08,CASS COUNTY,034906,MCLEOD ISD,TRADITIONAL ISD/CSD,Female,212
2022-2023,08,CASS COUNTY,034906,MCLEOD ISD,TRADITIONAL ISD/CSD,Male,202
2022-2023,02,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,Female,149
2022-2023,02,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,Male,133
2022-2023,17,TERRY COUNTY,223902,MEADOW ISD,TRADITIONAL ISD/CSD,Female,136
2022-2023,17,TERRY COUNTY,223902,MEADOW ISD,TRADITIONAL ISD/CSD,Male,117
2022-2023,20,KENDALL COUNTY,130801,MEADOWLAND CHARTER DISTRICT,OPEN ENROLLMENT CHARTER,Female,32
2022-2023,20,KENDALL COUNTY,130801,MEADOWLAND CHARTER DISTRICT,OPEN ENROLLMENT CHARTER,Male,36
2022-2023,20,BANDERA COUNTY,010901,MEDINA ISD,TRADITIONAL ISD/CSD,Female,129
2022-2023,20,BANDERA COUNTY,010901,MEDINA ISD,TRADITIONAL ISD/CSD,Male,117
2022-2023,20,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,Female,3779
2022-2023,20,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,Male,4044
2022-2023,10,COLLIN COUNTY,043908,MELISSA ISD,TRADITIONAL ISD/CSD,Female,2727
2022-2023,10,COLLIN COUNTY,043908,MELISSA ISD,TRADITIONAL ISD/CSD,Male,2927
2022-2023,16,HALL COUNTY,096904,MEMPHIS ISD,TRADITIONAL ISD/CSD,Female,210
2022-2023,16,HALL COUNTY,096904,MEMPHIS ISD,TRADITIONAL ISD/CSD,Male,222
2022-2023,15,MENARD COUNTY,164901,MENARD ISD,TRADITIONAL ISD/CSD,Female,136
2022-2023,15,MENARD COUNTY,164901,MENARD ISD,TRADITIONAL ISD/CSD,Male,152
2022-2023,01,HIDALGO COUNTY,108907,MERCEDES ISD,TRADITIONAL ISD/CSD,Female,2165
2022-2023,01,HIDALGO COUNTY,108907,MERCEDES ISD,TRADITIONAL ISD/CSD,Male,2292
2022-2023,12,BOSQUE COUNTY,018902,MERIDIAN ISD,TRADITIONAL ISD/CSD,Female,168
2022-2023,12,BOSQUE COUNTY,018902,MERIDIAN ISD,TRADITIONAL ISD/CSD,Male,189
2022-2023,13,WILLIAMSON COUNTY,246801,MERIDIAN WORLD SCHOOL LLC,OPEN ENROLLMENT CHARTER,Female,834
2022-2023,13,WILLIAMSON COUNTY,246801,MERIDIAN WORLD SCHOOL LLC,OPEN ENROLLMENT CHARTER,Male,856
2022-2023,14,TAYLOR COUNTY,221904,MERKEL ISD,TRADITIONAL ISD/CSD,Female,592
2022-2023,14,TAYLOR COUNTY,221904,MERKEL ISD,TRADITIONAL ISD/CSD,Male,548
2022-2023,10,DALLAS COUNTY,057914,MESQUITE ISD,TRADITIONAL ISD/CSD,Female,18785
2022-2023,10,DALLAS COUNTY,057914,MESQUITE ISD,TRADITIONAL ISD/CSD,Male,19571
2022-2023,12,LIMESTONE COUNTY,147903,MEXIA ISD,TRADITIONAL ISD/CSD,Female,881
2022-2023,12,LIMESTONE COUNTY,147903,MEXIA ISD,TRADITIONAL ISD/CSD,Male,983
2022-2023,04,HARRIS COUNTY,101855,MEYERPARK ELEMENTARY,OPEN ENROLLMENT CHARTER,Female,153
2022-2023,04,HARRIS COUNTY,101855,MEYERPARK ELEMENTARY,OPEN ENROLLMENT CHARTER,Male,121
2022-2023,03,DEWITT COUNTY,062906,MEYERSVILLE ISD,TRADITIONAL ISD/CSD,Female,82
2022-2023,03,DEWITT COUNTY,062906,MEYERSVILLE ISD,TRADITIONAL ISD/CSD,Male,68
2022-2023,16,ROBERTS COUNTY,197902,MIAMI ISD,TRADITIONAL ISD/CSD,Female,96
2022-2023,16,ROBERTS COUNTY,197902,MIAMI ISD,TRADITIONAL ISD/CSD,Male,110
2022-2023,18,MIDLAND COUNTY,165802,MIDLAND ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,213
2022-2023,18,MIDLAND COUNTY,165802,MIDLAND ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,172
2022-2023,18,MIDLAND COUNTY,165901,MIDLAND ISD,TRADITIONAL ISD/CSD,Female,13573
2022-2023,18,MIDLAND COUNTY,165901,MIDLAND ISD,TRADITIONAL ISD/CSD,Male,14269
2022-2023,10,ELLIS COUNTY,070908,MIDLOTHIAN ISD,TRADITIONAL ISD/CSD,Female,5296
2022-2023,10,ELLIS COUNTY,070908,MIDLOTHIAN ISD,TRADITIONAL ISD/CSD,Male,5694
2022-2023,09,CLAY COUNTY,039905,MIDWAY ISD,TRADITIONAL ISD/CSD,Female,74
2022-2023,12,MCLENNAN COUNTY,161903,MIDWAY ISD,TRADITIONAL ISD/CSD,Female,4290
2022-2023,09,CLAY COUNTY,039905,MIDWAY ISD,TRADITIONAL ISD/CSD,Male,57
2022-2023,12,MCLENNAN COUNTY,161903,MIDWAY ISD,TRADITIONAL ISD/CSD,Male,4449
2022-2023,06,MILAM COUNTY,166903,MILANO ISD,TRADITIONAL ISD/CSD,Female,193
2022-2023,06,MILAM COUNTY,166903,MILANO ISD,TRADITIONAL ISD/CSD,Male,210
2022-2023,12,NAVARRO COUNTY,175910,MILDRED ISD,TRADITIONAL ISD/CSD,Female,401
2022-2023,12,NAVARRO COUNTY,175910,MILDRED ISD,TRADITIONAL ISD/CSD,Male,447
2022-2023,15,RUNNELS COUNTY,200902,MILES ISD,TRADITIONAL ISD/CSD,Female,247
2022-2023,15,RUNNELS COUNTY,200902,MILES ISD,TRADITIONAL ISD/CSD,Male,265
2022-2023,10,ELLIS COUNTY,070909,MILFORD ISD,TRADITIONAL ISD/CSD,Female,105
2022-2023,10,ELLIS COUNTY,070909,MILFORD ISD,TRADITIONAL ISD/CSD,Male,142
2022-2023,08,HOPKINS COUNTY,112907,MILLER GROVE ISD,TRADITIONAL ISD/CSD,Female,159
2022-2023,08,HOPKINS COUNTY,112907,MILLER GROVE ISD,TRADITIONAL ISD/CSD,Male,158
2022-2023,11,PARKER COUNTY,184904,MILLSAP ISD,TRADITIONAL ISD/CSD,Female,518
2022-2023,11,PARKER COUNTY,184904,MILLSAP ISD,TRADITIONAL ISD/CSD,Male,581
2022-2023,07,WOOD COUNTY,250903,MINEOLA ISD,TRADITIONAL ISD/CSD,Female,825
2022-2023,07,WOOD COUNTY,250903,MINEOLA ISD,TRADITIONAL ISD/CSD,Male,818
2022-2023,11,PALO PINTO COUNTY,182903,MINERAL WELLS ISD,TRADITIONAL ISD/CSD,Female,1566
2022-2023,11,PALO PINTO COUNTY,182903,MINERAL WELLS ISD,TRADITIONAL ISD/CSD,Male,1786
2022-2023,01,HIDALGO COUNTY,108908,MISSION CISD,TRADITIONAL ISD/CSD,Female,7060
2022-2023,01,HIDALGO COUNTY,108908,MISSION CISD,TRADITIONAL ISD/CSD,Male,7442
2022-2023,18,WARD COUNTY,238902,MONAHANS-WICKETT-PYOTE ISD,TRADITIONAL ISD/CSD,Female,1080
2022-2023,18,WARD COUNTY,238902,MONAHANS-WICKETT-PYOTE ISD,TRADITIONAL ISD/CSD,Male,1117
2022-2023,09,MONTAGUE COUNTY,169908,MONTAGUE ISD,TRADITIONAL ISD/CSD,Female,87
2022-2023,09,MONTAGUE COUNTY,169908,MONTAGUE ISD,TRADITIONAL ISD/CSD,Male,64
2022-2023,01,HIDALGO COUNTY,108915,MONTE ALTO ISD,TRADITIONAL ISD/CSD,Female,394
2022-2023,01,HIDALGO COUNTY,108915,MONTE ALTO ISD,TRADITIONAL ISD/CSD,Male,471
2022-2023,13,TRAVIS COUNTY,227826,MONTESSORI FOR ALL,OPEN ENROLLMENT CHARTER,Female,233
2022-2023,13,TRAVIS COUNTY,227826,MONTESSORI FOR ALL,OPEN ENROLLMENT CHARTER,Male,223
2022-2023,06,MONTGOMERY COUNTY,170903,MONTGOMERY ISD,TRADITIONAL ISD/CSD,Female,4726
2022-2023,06,MONTGOMERY COUNTY,170903,MONTGOMERY ISD,TRADITIONAL ISD/CSD,Male,5022
2022-2023,12,MCLENNAN COUNTY,161910,MOODY ISD,TRADITIONAL ISD/CSD,Female,365
2022-2023,12,MCLENNAN COUNTY,161910,MOODY ISD,TRADITIONAL ISD/CSD,Male,357
2022-2023,14,SHACKELFORD COUNTY,209902,MORAN ISD,TRADITIONAL ISD/CSD,Female,50
2022-2023,14,SHACKELFORD COUNTY,209902,MORAN ISD,TRADITIONAL ISD/CSD,Male,56
2022-2023,12,BOSQUE COUNTY,018903,MORGAN ISD,TRADITIONAL ISD/CSD,Female,78
2022-2023,12,BOSQUE COUNTY,018903,MORGAN ISD,TRADITIONAL ISD/CSD,Male,74
2022-2023,11,ERATH COUNTY,072910,MORGAN MILL ISD,TRADITIONAL ISD/CSD,Female,52
2022-2023,11,ERATH COUNTY,072910,MORGAN MILL ISD,TRADITIONAL ISD/CSD,Male,65
2022-2023,17,COCHRAN COUNTY,040901,MORTON ISD,TRADITIONAL ISD/CSD,Female,163
2022-2023,17,COCHRAN COUNTY,040901,MORTON ISD,TRADITIONAL ISD/CSD,Male,190
2022-2023,17,MOTLEY COUNTY,173901,MOTLEY COUNTY ISD,TRADITIONAL ISD/CSD,Female,81
2022-2023,17,MOTLEY COUNTY,173901,MOTLEY COUNTY ISD,TRADITIONAL ISD/CSD,Male,85
2022-2023,03,LAVACA COUNTY,143902,MOULTON ISD,TRADITIONAL ISD/CSD,Female,152
2022-2023,03,LAVACA COUNTY,143902,MOULTON ISD,TRADITIONAL ISD/CSD,Male,152
2022-2023,12,HILL COUNTY,109910,MOUNT CALM ISD,TRADITIONAL ISD/CSD,Female,82
2022-2023,12,HILL COUNTY,109910,MOUNT CALM ISD,TRADITIONAL ISD/CSD,Male,86
2022-2023,07,RUSK COUNTY,201907,MOUNT ENTERPRISE ISD,TRADITIONAL ISD/CSD,Female,254
2022-2023,07,RUSK COUNTY,201907,MOUNT ENTERPRISE ISD,TRADITIONAL ISD/CSD,Male,242
