T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2021-2022,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2021-2022,01,CAMERON COUNTY,031905,LA FERIA ISD,TRADITIONAL ISD/CSD,Female,1448
2021-2022,01,CAMERON COUNTY,031905,LA FERIA ISD,TRADITIONAL ISD/CSD,Male,1463
2021-2022,02,JIM WELLS COUNTY,125906,LA GLORIA ISD,TRADITIONAL ISD/CSD,Female,47
2021-2022,02,JIM WELLS COUNTY,125906,LA GLORIA ISD,TRADITIONAL ISD/CSD,Male,47
2021-2022,13,FAYETTE COUNTY,075902,LA GRANGE ISD,TRADITIONAL ISD/CSD,Female,904
2021-2022,13,FAYETTE COUNTY,075902,LA GRANGE ISD,TRADITIONAL ISD/CSD,Male,969
2021-2022,01,HIDALGO COUNTY,108912,LA JOYA ISD,TRADITIONAL ISD/CSD,Female,11853
2021-2022,01,HIDALGO COUNTY,108912,LA JOYA ISD,TRADITIONAL ISD/CSD,Male,12310
2021-2022,04,HARRIS COUNTY,101916,LA PORTE ISD,TRADITIONAL ISD/CSD,Female,3367
2021-2022,04,HARRIS COUNTY,101916,LA PORTE ISD,TRADITIONAL ISD/CSD,Male,3571
2021-2022,20,ZAVALA COUNTY,254902,LA PRYOR ISD,TRADITIONAL ISD/CSD,Female,239
2021-2022,20,ZAVALA COUNTY,254902,LA PRYOR ISD,TRADITIONAL ISD/CSD,Male,246
2021-2022,12,MCLENNAN COUNTY,161906,LA VEGA ISD,TRADITIONAL ISD/CSD,Female,1432
2021-2022,12,MCLENNAN COUNTY,161906,LA VEGA ISD,TRADITIONAL ISD/CSD,Male,1659
2021-2022,20,WILSON COUNTY,247903,LA VERNIA ISD,TRADITIONAL ISD/CSD,Female,1602
2021-2022,20,WILSON COUNTY,247903,LA VERNIA ISD,TRADITIONAL ISD/CSD,Male,1761
2021-2022,01,HIDALGO COUNTY,108914,LA VILLA ISD,TRADITIONAL ISD/CSD,Female,264
2021-2022,01,HIDALGO COUNTY,108914,LA VILLA ISD,TRADITIONAL ISD/CSD,Male,296
2021-2022,20,BEXAR COUNTY,015913,LACKLAND ISD,TRADITIONAL ISD/CSD,Female,446
2021-2022,20,BEXAR COUNTY,015913,LACKLAND ISD,TRADITIONAL ISD/CSD,Male,465
2021-2022,13,TRAVIS COUNTY,227912,LAGO VISTA ISD,TRADITIONAL ISD/CSD,Female,840
2021-2022,13,TRAVIS COUNTY,227912,LAGO VISTA ISD,TRADITIONAL ISD/CSD,Male,968
2021-2022,11,DENTON COUNTY,061912,LAKE DALLAS ISD,TRADITIONAL ISD/CSD,Female,1900
2021-2022,11,DENTON COUNTY,061912,LAKE DALLAS ISD,TRADITIONAL ISD/CSD,Male,2104
2021-2022,11,HOOD COUNTY,111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,<10
2021-2022,11,HOOD COUNTY,111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,<50
2021-2022,13,TRAVIS COUNTY,227913,LAKE TRAVIS ISD,TRADITIONAL ISD/CSD,Female,5379
2021-2022,13,TRAVIS COUNTY,227913,LAKE TRAVIS ISD,TRADITIONAL ISD/CSD,Male,5966
2021-2022,11,TARRANT COUNTY,220910,LAKE WORTH ISD,TRADITIONAL ISD/CSD,Female,1796
2021-2022,11,TARRANT COUNTY,220910,LAKE WORTH ISD,TRADITIONAL ISD/CSD,Male,1838
2021-2022,04,FORT BEND COUNTY,079901,LAMAR CISD,TRADITIONAL ISD/CSD,Female,19359
2021-2022,04,FORT BEND COUNTY,079901,LAMAR CISD,TRADITIONAL ISD/CSD,Male,20220
2021-2022,17,DAWSON COUNTY,058906,LAMESA ISD,TRADITIONAL ISD/CSD,Female,772
2021-2022,17,DAWSON COUNTY,058906,LAMESA ISD,TRADITIONAL ISD/CSD,Male,838
2021-2022,12,LAMPASAS COUNTY,141901,LAMPASAS ISD,TRADITIONAL ISD/CSD,Female,1680
2021-2022,12,LAMPASAS COUNTY,141901,LAMPASAS ISD,TRADITIONAL ISD/CSD,Male,1743
2021-2022,10,DALLAS COUNTY,057913,LANCASTER ISD,TRADITIONAL ISD/CSD,Female,3459
2021-2022,10,DALLAS COUNTY,057913,LANCASTER ISD,TRADITIONAL ISD/CSD,Male,3637
2021-2022,07,RUSK COUNTY,201903,LANEVILLE ISD,TRADITIONAL ISD/CSD,Female,66
2021-2022,07,RUSK COUNTY,201903,LANEVILLE ISD,TRADITIONAL ISD/CSD,Male,90
2021-2022,07,HENDERSON COUNTY,107910,LAPOYNOR ISD,TRADITIONAL ISD/CSD,Female,240
2021-2022,07,HENDERSON COUNTY,107910,LAPOYNOR ISD,TRADITIONAL ISD/CSD,Male,251
2021-2022,01,WEBB COUNTY,240901,LAREDO ISD,TRADITIONAL ISD/CSD,Female,9810
2021-2022,01,WEBB COUNTY,240901,LAREDO ISD,TRADITIONAL ISD/CSD,Male,9947
2021-2022,01,WILLACY COUNTY,245901,LASARA ISD,TRADITIONAL ISD/CSD,Female,180
2021-2022,01,WILLACY COUNTY,245901,LASARA ISD,TRADITIONAL ISD/CSD,Male,147
2021-2022,06,HOUSTON COUNTY,113905,LATEXO ISD,TRADITIONAL ISD/CSD,Female,253
2021-2022,06,HOUSTON COUNTY,113905,LATEXO ISD,TRADITIONAL ISD/CSD,Male,236
2021-2022,16,PARMER COUNTY,185904,LAZBUDDIE ISD,TRADITIONAL ISD/CSD,Female,91
2021-2022,16,PARMER COUNTY,185904,LAZBUDDIE ISD,TRADITIONAL ISD/CSD,Male,73
2021-2022,10,DENTON COUNTY,061804,LEADERSHIP PREP SCHOOL,OPEN ENROLLMENT CHARTER,Female,649
2021-2022,10,DENTON COUNTY,061804,LEADERSHIP PREP SCHOOL,OPEN ENROLLMENT CHARTER,Male,695
2021-2022,20,REAL COUNTY,193902,LEAKEY ISD,TRADITIONAL ISD/CSD,Female,156
2021-2022,20,REAL COUNTY,193902,LEAKEY ISD,TRADITIONAL ISD/CSD,Male,173
2021-2022,13,WILLIAMSON COUNTY,246913,LEANDER ISD,TRADITIONAL ISD/CSD,Female,20253
2021-2022,13,WILLIAMSON COUNTY,246913,LEANDER ISD,TRADITIONAL ISD/CSD,Male,21527
2021-2022,08,BOWIE COUNTY,019914,LEARY ISD,TRADITIONAL ISD/CSD,Female,55
2021-2022,08,BOWIE COUNTY,019914,LEARY ISD,TRADITIONAL ISD/CSD,Male,50
2021-2022,16,GRAY COUNTY,090902,LEFORS ISD,TRADITIONAL ISD/CSD,Female,81
2021-2022,16,GRAY COUNTY,090902,LEFORS ISD,TRADITIONAL ISD/CSD,Male,96
2021-2022,10,DALLAS COUNTY,057846,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,Female,693
2021-2022,10,DALLAS COUNTY,057846,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,Male,771
2021-2022,04,HARRIS COUNTY,101874,LEGACY SCHOOL OF SPORT SCIENCES,OPEN ENROLLMENT CHARTER,Female,110
2021-2022,04,HARRIS COUNTY,101874,LEGACY SCHOOL OF SPORT SCIENCES,OPEN ENROLLMENT CHARTER,Male,260
2021-2022,20,BEXAR COUNTY,015806,LEGACY TRADITIONAL SCHOOLS - TEXAS,OPEN ENROLLMENT CHARTER,Female,184
2021-2022,20,BEXAR COUNTY,015806,LEGACY TRADITIONAL SCHOOLS - TEXAS,OPEN ENROLLMENT CHARTER,Male,169
2021-2022,06,POLK COUNTY,187906,LEGGETT ISD,TRADITIONAL ISD/CSD,Female,105
2021-2022,06,POLK COUNTY,187906,LEGGETT ISD,TRADITIONAL ISD/CSD,Male,114
2021-2022,06,LEON COUNTY,145911,LEON ISD,TRADITIONAL ISD/CSD,Female,353
2021-2022,06,LEON COUNTY,145911,LEON ISD,TRADITIONAL ISD/CSD,Male,364
2021-2022,10,FANNIN COUNTY,074909,LEONARD ISD,TRADITIONAL ISD/CSD,Female,377
2021-2022,10,FANNIN COUNTY,074909,LEONARD ISD,TRADITIONAL ISD/CSD,Male,450
2021-2022,17,HOCKLEY COUNTY,110902,LEVELLAND ISD,TRADITIONAL ISD/CSD,Female,1323
2021-2022,17,HOCKLEY COUNTY,110902,LEVELLAND ISD,TRADITIONAL ISD/CSD,Male,1433
2021-2022,07,RUSK COUNTY,201904,LEVERETTS CHAPEL ISD,TRADITIONAL ISD/CSD,Female,113
2021-2022,07,RUSK COUNTY,201904,LEVERETTS CHAPEL ISD,TRADITIONAL ISD/CSD,Male,132
2021-2022,11,DENTON COUNTY,061902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,Female,24042
2021-2022,11,DENTON COUNTY,061902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,Male,25163
2021-2022,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Female,543
2021-2022,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Male,550
2021-2022,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Female,3329
2021-2022,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Male,3511
2021-2022,05,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Female,1077
2021-2022,05,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Male,1171
2021-2022,08,BOWIE COUNTY,019908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Female,1064
2021-2022,08,BOWIE COUNTY,019908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Male,1067
2021-2022,10,DALLAS COUNTY,057807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Female,2822
2021-2022,10,DALLAS COUNTY,057807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Male,2736
2021-2022,20,BEXAR COUNTY,015825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Female,198
2021-2022,20,BEXAR COUNTY,015825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Male,211
2021-2022,07,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Female,2099
2021-2022,07,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Male,2169
2021-2022,08,CASS COUNTY,034905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Female,342
2021-2022,08,CASS COUNTY,034905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Male,296
2021-2022,11,COOKE COUNTY,049907,LINDSAY ISD,TRADITIONAL ISD/CSD,Female,232
2021-2022,11,COOKE COUNTY,049907,LINDSAY ISD,TRADITIONAL ISD/CSD,Male,258
2021-2022,11,ERATH COUNTY,072909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Female,138
2021-2022,11,ERATH COUNTY,072909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Male,146
2021-2022,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Female,214
2021-2022,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Male,234
2021-2022,05,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Female,1537
2021-2022,05,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Male,1696
2021-2022,11,DENTON COUNTY,061914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Female,4042
2021-2022,11,DENTON COUNTY,061914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Male,4245
2021-2022,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Female,605
2021-2022,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Male,630
2021-2022,06,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Female,1917
2021-2022,06,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Male,2106
2021-2022,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Female,893
2021-2022,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Male,988
2021-2022,13,CALDWELL COUNTY,028902,LOCKHART ISD,TRADITIONAL ISD/CSD,Female,3050
2021-2022,13,CALDWELL COUNTY,028902,LOCKHART ISD,TRADITIONAL ISD/CSD,Male,3078
2021-2022,17,FLOYD COUNTY,077902,LOCKNEY ISD,TRADITIONAL ISD/CSD,Female,212
2021-2022,17,FLOYD COUNTY,077902,LOCKNEY ISD,TRADITIONAL ISD/CSD,Male,221
2021-2022,15,MCCULLOCH COUNTY,160905,LOHN ISD,TRADITIONAL ISD/CSD,Female,65
2021-2022,15,MCCULLOCH COUNTY,160905,LOHN ISD,TRADITIONAL ISD/CSD,Male,60
2021-2022,12,LAMPASAS COUNTY,141902,LOMETA ISD,TRADITIONAL ISD/CSD,Female,150
2021-2022,12,LAMPASAS COUNTY,141902,LOMETA ISD,TRADITIONAL ISD/CSD,Male,167
2021-2022,02,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,Female,715
2021-2022,02,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,Male,713
2021-2022,10,HUNT COUNTY,116906,LONE OAK ISD,TRADITIONAL ISD/CSD,Female,501
2021-2022,10,HUNT COUNTY,116906,LONE OAK ISD,TRADITIONAL ISD/CSD,Male,526
2021-2022,10,COLLIN COUNTY,043802,LONE STAR LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Female,81
2021-2022,10,COLLIN COUNTY,043802,LONE STAR LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Male,65
2021-2022,07,GREGG COUNTY,092903,LONGVIEW ISD,TRADITIONAL ISD/CSD,Female,3950
2021-2022,07,GREGG COUNTY,092903,LONGVIEW ISD,TRADITIONAL ISD/CSD,Male,4286
2021-2022,17,GAINES COUNTY,083902,LOOP ISD,TRADITIONAL ISD/CSD,Female,66
2021-2022,17,GAINES COUNTY,083902,LOOP ISD,TRADITIONAL ISD/CSD,Male,85
2021-2022,14,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,Female,53
2021-2022,14,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,Male,82
2021-2022,12,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,Female,851
2021-2022,12,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,Male,915
2021-2022,17,CROSBY COUNTY,054902,LORENZO ISD,TRADITIONAL ISD/CSD,Female,118
2021-2022,17,CROSBY COUNTY,054902,LORENZO ISD,TRADITIONAL ISD/CSD,Male,119
2021-2022,01,CAMERON COUNTY,031906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,Female,5022
2021-2022,01,CAMERON COUNTY,031906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,Male,5333
2021-2022,03,WHARTON COUNTY,241906,LOUISE ISD,TRADITIONAL ISD/CSD,Female,251
2021-2022,03,WHARTON COUNTY,241906,LOUISE ISD,TRADITIONAL ISD/CSD,Male,267
2021-2022,10,COLLIN COUNTY,043919,LOVEJOY ISD,TRADITIONAL ISD/CSD,Female,2064
2021-2022,10,COLLIN COUNTY,043919,LOVEJOY ISD,TRADITIONAL ISD/CSD,Male,2281
2021-2022,06,HOUSTON COUNTY,113903,LOVELADY ISD,TRADITIONAL ISD/CSD,Female,253
2021-2022,06,HOUSTON COUNTY,113903,LOVELADY ISD,TRADITIONAL ISD/CSD,Male,251
2021-2022,17,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,Female,12558
2021-2022,17,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,Male,13101
2021-2022,17,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,Female,3737
2021-2022,17,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,Male,3855
2021-2022,14,JONES COUNTY,127905,LUEDERS-AVOCA ISD,TRADITIONAL ISD/CSD,Female,45
2021-2022,14,JONES COUNTY,127905,LUEDERS-AVOCA ISD,TRADITIONAL ISD/CSD,Male,54
2021-2022,07,ANGELINA COUNTY,003903,LUFKIN ISD,TRADITIONAL ISD/CSD,Female,3571
2021-2022,07,ANGELINA COUNTY,003903,LUFKIN ISD,TRADITIONAL ISD/CSD,Male,3789
2021-2022,13,CALDWELL COUNTY,028903,LULING ISD,TRADITIONAL ISD/CSD,Female,700
2021-2022,13,CALDWELL COUNTY,028903,LULING ISD,TRADITIONAL ISD/CSD,Male,740
2021-2022,05,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,Female,2021
2021-2022,05,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,Male,2181
2021-2022,10,DALLAS COUNTY,057805,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,Female,110
2021-2022,10,DALLAS COUNTY,057805,LUMIN EDUCATION,OPEN ENROLLMENT CHARTER,Male,140
2021-2022,01,WILLACY COUNTY,245902,LYFORD CISD,TRADITIONAL ISD/CSD,Female,717
2021-2022,01,WILLACY COUNTY,245902,LYFORD CISD,TRADITIONAL ISD/CSD,Male,711
2021-2022,20,ATASCOSA COUNTY,007904,LYTLE ISD,TRADITIONAL ISD/CSD,Female,855
2021-2022,20,ATASCOSA COUNTY,007904,LYTLE ISD,TRADITIONAL ISD/CSD,Male,888
2021-2022,10,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,Female,1754
2021-2022,10,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,Male,1905
2021-2022,06,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,Female,1144
2021-2022,06,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,Male,1175
2021-2022,06,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,Female,6712
2021-2022,06,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,Male,6946
2021-2022,07,HENDERSON COUNTY,107906,MALAKOFF ISD,TRADITIONAL ISD/CSD,Female,704
2021-2022,07,HENDERSON COUNTY,107906,MALAKOFF ISD,TRADITIONAL ISD/CSD,Male,716
2021-2022,12,HILL COUNTY,109908,MALONE ISD,TRADITIONAL ISD/CSD,Female,70
2021-2022,12,HILL COUNTY,109908,MALONE ISD,TRADITIONAL ISD/CSD,Male,83
2021-2022,08,BOWIE COUNTY,019910,MALTA ISD,TRADITIONAL ISD/CSD,Female,98
2021-2022,08,BOWIE COUNTY,019910,MALTA ISD,TRADITIONAL ISD/CSD,Male,110
2021-2022,10,DALLAS COUNTY,057844,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,Female,279
2021-2022,10,DALLAS COUNTY,057844,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,Male,262
2021-2022,13,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,Female,4521
2021-2022,13,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,Male,4749
2021-2022,11,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,Female,17209
2021-2022,11,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,Male,18350
2021-2022,18,BREWSTER COUNTY,022902,MARATHON ISD,TRADITIONAL ISD/CSD,Female,29
2021-2022,18,BREWSTER COUNTY,022902,MARATHON ISD,TRADITIONAL ISD/CSD,Male,28
2021-2022,13,BURNET COUNTY,027904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,Female,1875
2021-2022,13,BURNET COUNTY,027904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,Male,2139
2021-2022,18,PRESIDIO COUNTY,189901,MARFA ISD,TRADITIONAL ISD/CSD,Female,134
2021-2022,18,PRESIDIO COUNTY,189901,MARFA ISD,TRADITIONAL ISD/CSD,Male,136
2021-2022,20,GUADALUPE COUNTY,094904,MARION ISD,TRADITIONAL ISD/CSD,Female,716
2021-2022,20,GUADALUPE COUNTY,094904,MARION ISD,TRADITIONAL ISD/CSD,Male,759
2021-2022,12,FALLS COUNTY,073903,MARLIN ISD,TRADITIONAL ISD/CSD,Female,415
2021-2022,12,FALLS COUNTY,073903,MARLIN ISD,TRADITIONAL ISD/CSD,Male,467
2021-2022,07,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,Female,2492
2021-2022,07,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,Male,2578
2021-2022,12,MCLENNAN COUNTY,161908,MART ISD,TRADITIONAL ISD/CSD,Female,247
2021-2022,12,MCLENNAN COUNTY,161908,MART ISD,TRADITIONAL ISD/CSD,Male,286
2021-2022,07,VAN ZANDT COUNTY,234905,MARTINS MILL ISD,TRADITIONAL ISD/CSD,Female,244
2021-2022,07,VAN ZANDT COUNTY,234905,MARTINS MILL ISD,TRADITIONAL ISD/CSD,Male,267
2021-2022,07,NACOGDOCHES COUNTY,174909,MARTINSVILLE ISD,TRADITIONAL ISD/CSD,Female,151
2021-2022,07,NACOGDOCHES COUNTY,174909,MARTINSVILLE ISD,TRADITIONAL ISD/CSD,Male,194
2021-2022,15,MASON COUNTY,157901,MASON ISD,TRADITIONAL ISD/CSD,Female,344
2021-2022,15,MASON COUNTY,157901,MASON ISD,TRADITIONAL ISD/CSD,Male,415
2021-2022,03,MATAGORDA COUNTY,158904,MATAGORDA ISD,TRADITIONAL ISD/CSD,Female,48
2021-2022,03,MATAGORDA COUNTY,158904,MATAGORDA ISD,TRADITIONAL ISD/CSD,Male,53
2021-2022,02,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,Female,665
2021-2022,02,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,Male,778
2021-2022,08,BOWIE COUNTY,019903,MAUD ISD,TRADITIONAL ISD/CSD,Female,219
2021-2022,08,BOWIE COUNTY,019903,MAUD ISD,TRADITIONAL ISD/CSD,Male,255
2021-2022,15,BROWN COUNTY,025905,MAY ISD,TRADITIONAL ISD/CSD,Female,94
2021-2022,15,BROWN COUNTY,025905,MAY ISD,TRADITIONAL ISD/CSD,Male,135
2021-2022,10,ELLIS COUNTY,070915,MAYPEARL ISD,TRADITIONAL ISD/CSD,Female,527
2021-2022,10,ELLIS COUNTY,070915,MAYPEARL ISD,TRADITIONAL ISD/CSD,Male,651
2021-2022,01,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,Female,9971
2021-2022,01,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,Male,10439
2021-2022,18,UPTON COUNTY,231901,MCCAMEY ISD,TRADITIONAL ISD/CSD,Female,278
2021-2022,18,UPTON COUNTY,231901,MCCAMEY ISD,TRADITIONAL ISD/CSD,Male,245
2021-2022,13,BASTROP COUNTY,011905,MCDADE ISD,TRADITIONAL ISD/CSD,Female,153
2021-2022,13,BASTROP COUNTY,011905,MCDADE ISD,TRADITIONAL ISD/CSD,Male,166
2021-2022,12,MCLENNAN COUNTY,161909,MCGREGOR ISD,TRADITIONAL ISD/CSD,Female,719
2021-2022,12,MCLENNAN COUNTY,161909,MCGREGOR ISD,TRADITIONAL ISD/CSD,Male,775
2021-2022,10,COLLIN COUNTY,043907,MCKINNEY ISD,TRADITIONAL ISD/CSD,Female,11399
2021-2022,10,COLLIN COUNTY,043907,MCKINNEY ISD,TRADITIONAL ISD/CSD,Male,11980
2021-2022,16,GRAY COUNTY,090903,MCLEAN ISD,TRADITIONAL ISD/CSD,Female,96
2021-2022,16,GRAY COUNTY,090903,MCLEAN ISD,TRADITIONAL ISD/CSD,Male,91
2021-2022,08,CASS COUNTY,034906,MCLEOD ISD,TRADITIONAL ISD/CSD,Female,198
2021-2022,08,CASS COUNTY,034906,MCLEOD ISD,TRADITIONAL ISD/CSD,Male,202
2021-2022,02,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,Female,149
2021-2022,02,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,Male,134
2021-2022,17,TERRY COUNTY,223902,MEADOW ISD,TRADITIONAL ISD/CSD,Female,143
2021-2022,17,TERRY COUNTY,223902,MEADOW ISD,TRADITIONAL ISD/CSD,Male,127
2021-2022,20,KENDALL COUNTY,130801,MEADOWLAND CHARTER DISTRICT,OPEN ENROLLMENT CHARTER,Female,38
2021-2022,20,KENDALL COUNTY,130801,MEADOWLAND CHARTER DISTRICT,OPEN ENROLLMENT CHARTER,Male,41
2021-2022,20,BANDERA COUNTY,010901,MEDINA ISD,TRADITIONAL ISD/CSD,Female,142
2021-2022,20,BANDERA COUNTY,010901,MEDINA ISD,TRADITIONAL ISD/CSD,Male,125
2021-2022,20,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,Female,3274
2021-2022,20,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,Male,3511
2021-2022,10,COLLIN COUNTY,043908,MELISSA ISD,TRADITIONAL ISD/CSD,Female,2372
2021-2022,10,COLLIN COUNTY,043908,MELISSA ISD,TRADITIONAL ISD/CSD,Male,2502
2021-2022,16,HALL COUNTY,096904,MEMPHIS ISD,TRADITIONAL ISD/CSD,Female,220
2021-2022,16,HALL COUNTY,096904,MEMPHIS ISD,TRADITIONAL ISD/CSD,Male,222
2021-2022,15,MENARD COUNTY,164901,MENARD ISD,TRADITIONAL ISD/CSD,Female,139
2021-2022,15,MENARD COUNTY,164901,MENARD ISD,TRADITIONAL ISD/CSD,Male,161
2021-2022,01,HIDALGO COUNTY,108907,MERCEDES ISD,TRADITIONAL ISD/CSD,Female,2177
2021-2022,01,HIDALGO COUNTY,108907,MERCEDES ISD,TRADITIONAL ISD/CSD,Male,2241
2021-2022,12,BOSQUE COUNTY,018902,MERIDIAN ISD,TRADITIONAL ISD/CSD,Female,179
2021-2022,12,BOSQUE COUNTY,018902,MERIDIAN ISD,TRADITIONAL ISD/CSD,Male,214
2021-2022,13,WILLIAMSON COUNTY,246801,MERIDIAN WORLD SCHOOL LLC,OPEN ENROLLMENT CHARTER,Female,826
2021-2022,13,WILLIAMSON COUNTY,246801,MERIDIAN WORLD SCHOOL LLC,OPEN ENROLLMENT CHARTER,Male,858
2021-2022,14,TAYLOR COUNTY,221904,MERKEL ISD,TRADITIONAL ISD/CSD,Female,551
2021-2022,14,TAYLOR COUNTY,221904,MERKEL ISD,TRADITIONAL ISD/CSD,Male,536
2021-2022,10,DALLAS COUNTY,057914,MESQUITE ISD,TRADITIONAL ISD/CSD,Female,18690
2021-2022,10,DALLAS COUNTY,057914,MESQUITE ISD,TRADITIONAL ISD/CSD,Male,19688
2021-2022,12,LIMESTONE COUNTY,147903,MEXIA ISD,TRADITIONAL ISD/CSD,Female,870
2021-2022,12,LIMESTONE COUNTY,147903,MEXIA ISD,TRADITIONAL ISD/CSD,Male,986
2021-2022,04,HARRIS COUNTY,101855,MEYERPARK ELEMENTARY,OPEN ENROLLMENT CHARTER,Female,143
