T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2023-2024,11,TARRANT COUNTY,220910,LAKE WORTH ISD,TRADITIONAL ISD/CSD,Male,1668
2023-2024,04,FORT BEND COUNTY,079901,LAMAR CISD,TRADITIONAL ISD/CSD,Female,21713
2023-2024,04,FORT BEND COUNTY,079901,LAMAR CISD,TRADITIONAL ISD/CSD,Male,22799
2023-2024,17,DAWSON COUNTY,058906,LAMESA ISD,TRADITIONAL ISD/CSD,Female,717
2023-2024,17,DAWSON COUNTY,058906,LAMESA ISD,TRADITIONAL ISD/CSD,Male,803
2023-2024,12,LAMPASAS COUNTY,141901,LAMPASAS ISD,TRADITIONAL ISD/CSD,Female,1709
2023-2024,12,LAMPASAS COUNTY,141901,LAMPASAS ISD,TRADITIONAL ISD/CSD,Male,1851
2023-2024,10,DALLAS COUNTY,057913,LANCASTER ISD,TRADITIONAL ISD/CSD,Female,3511
2023-2024,10,DALLAS COUNTY,057913,LANCASTER ISD,TRADITIONAL ISD/CSD,Male,3503
2023-2024,07,RUSK COUNTY,201903,LANEVILLE ISD,TRADITIONAL ISD/CSD,Female,66
2023-2024,07,RUSK COUNTY,201903,LANEVILLE ISD,TRADITIONAL ISD/CSD,Male,74
2023-2024,07,HENDERSON COUNTY,107910,LAPOYNOR ISD,TRADITIONAL ISD/CSD,Female,234
2023-2024,07,HENDERSON COUNTY,107910,LAPOYNOR ISD,TRADITIONAL ISD/CSD,Male,259
2023-2024,01,WEBB COUNTY,240901,LAREDO ISD,TRADITIONAL ISD/CSD,Female,10260
2023-2024,01,WEBB COUNTY,240901,LAREDO ISD,TRADITIONAL ISD/CSD,Male,10332
2023-2024,01,WILLACY COUNTY,245901,LASARA ISD,TRADITIONAL ISD/CSD,Female,190
2023-2024,01,WILLACY COUNTY,245901,LASARA ISD,TRADITIONAL ISD/CSD,Male,166
2023-2024,06,HOUSTON COUNTY,113905,LATEXO ISD,TRADITIONAL ISD/CSD,Female,255
2023-2024,06,HOUSTON COUNTY,113905,LATEXO ISD,TRADITIONAL ISD/CSD,Male,242
2023-2024,16,PARMER COUNTY,185904,LAZBUDDIE ISD,TRADITIONAL ISD/CSD,Female,69
2023-2024,16,PARMER COUNTY,185904,LAZBUDDIE ISD,TRADITIONAL ISD/CSD,Male,60
2023-2024,10,DENTON COUNTY,061804,LEADERSHIP PREP SCHOOL,OPEN ENROLLMENT CHARTER,Female,690
2023-2024,10,DENTON COUNTY,061804,LEADERSHIP PREP SCHOOL,OPEN ENROLLMENT CHARTER,Male,689
2023-2024,20,REAL COUNTY,193902,LEAKEY ISD,TRADITIONAL ISD/CSD,Female,187
2023-2024,20,REAL COUNTY,193902,LEAKEY ISD,TRADITIONAL ISD/CSD,Male,181
2023-2024,13,WILLIAMSON COUNTY,246913,LEANDER ISD,TRADITIONAL ISD/CSD,Female,20584
2023-2024,13,WILLIAMSON COUNTY,246913,LEANDER ISD,TRADITIONAL ISD/CSD,Male,22009
2023-2024,08,BOWIE COUNTY,019914,LEARY ISD,TRADITIONAL ISD/CSD,Female,67
2023-2024,08,BOWIE COUNTY,019914,LEARY ISD,TRADITIONAL ISD/CSD,Male,53
2023-2024,16,GRAY COUNTY,090902,LEFORS ISD,TRADITIONAL ISD/CSD,Female,86
2023-2024,16,GRAY COUNTY,090902,LEFORS ISD,TRADITIONAL ISD/CSD,Male,102
2023-2024,10,DALLAS COUNTY,057846,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,Female,586
2023-2024,10,DALLAS COUNTY,057846,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,Male,662
2023-2024,04,HARRIS COUNTY,101874,LEGACY SCHOOL OF SPORT SCIENCES,OPEN ENROLLMENT CHARTER,Female,159
2023-2024,04,HARRIS COUNTY,101874,LEGACY SCHOOL OF SPORT SCIENCES,OPEN ENROLLMENT CHARTER,Male,328
2023-2024,20,BEXAR COUNTY,015806,LEGACY TRADITIONAL SCHOOLS - TEXAS,OPEN ENROLLMENT CHARTER,Female,910
2023-2024,20,BEXAR COUNTY,015806,LEGACY TRADITIONAL SCHOOLS - TEXAS,OPEN ENROLLMENT CHARTER,Male,844
2023-2024,06,POLK COUNTY,187906,LEGGETT ISD,TRADITIONAL ISD/CSD,Female,91
2023-2024,06,POLK COUNTY,187906,LEGGETT ISD,TRADITIONAL ISD/CSD,Male,108
2023-2024,06,LEON COUNTY,145911,LEON ISD,TRADITIONAL ISD/CSD,Female,377
2023-2024,06,LEON COUNTY,145911,LEON ISD,TRADITIONAL ISD/CSD,Male,374
2023-2024,10,FANNIN COUNTY,074909,LEONARD ISD,TRADITIONAL ISD/CSD,Female,382
2023-2024,10,FANNIN COUNTY,074909,LEONARD ISD,TRADITIONAL ISD/CSD,Male,432
2023-2024,17,HOCKLEY COUNTY,110902,LEVELLAND ISD,TRADITIONAL ISD/CSD,Female,1258
2023-2024,17,HOCKLEY COUNTY,110902,LEVELLAND ISD,TRADITIONAL ISD/CSD,Male,1359
2023-2024,07,RUSK COUNTY,201904,LEVERETTS CHAPEL ISD,TRADITIONAL ISD/CSD,Female,109
2023-2024,07,RUSK COUNTY,201904,LEVERETTS CHAPEL ISD,TRADITIONAL ISD/CSD,Male,129
2023-2024,11,DENTON COUNTY,061902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,Female,23502
2023-2024,11,DENTON COUNTY,061902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,Male,24938
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Female,529
2023-2024,13,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,Male,537
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Female,4296
2023-2024,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,Male,4533
2023-2024,05,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Female,1171
2023-2024,05,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,Male,1253
2023-2024,08,BOWIE COUNTY,019908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Female,956
2023-2024,08,BOWIE COUNTY,019908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,Male,1029
2023-2024,10,DALLAS COUNTY,057807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Female,2844
2023-2024,10,DALLAS COUNTY,057807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,Male,2890
2023-2024,20,BEXAR COUNTY,015825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Female,195
2023-2024,20,BEXAR COUNTY,015825,LIGHTHOUSE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Male,187
2023-2024,07,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Female,2258
2023-2024,07,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,Male,2294
2023-2024,08,CASS COUNTY,034905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Female,355
2023-2024,08,CASS COUNTY,034905,LINDEN-KILDARE CISD,TRADITIONAL ISD/CSD,Male,299
2023-2024,11,COOKE COUNTY,049907,LINDSAY ISD,TRADITIONAL ISD/CSD,Female,234
2023-2024,11,COOKE COUNTY,049907,LINDSAY ISD,TRADITIONAL ISD/CSD,Male,250
2023-2024,11,ERATH COUNTY,072909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Female,140
2023-2024,11,ERATH COUNTY,072909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,Male,134
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Female,219
2023-2024,11,HOOD COUNTY,111902,LIPAN ISD,TRADITIONAL ISD/CSD,Male,228
2023-2024,05,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Female,1543
2023-2024,05,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,Male,1698
2023-2024,11,DENTON COUNTY,061914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Female,4021
2023-2024,11,DENTON COUNTY,061914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,Male,4190
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Female,600
2023-2024,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,Male,598
2023-2024,06,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Female,1925
2023-2024,06,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,Male,2127
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Female,938
2023-2024,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,Male,1004
2023-2024,13,CALDWELL COUNTY,028902,LOCKHART ISD,TRADITIONAL ISD/CSD,Female,3254
2023-2024,13,CALDWELL COUNTY,028902,LOCKHART ISD,TRADITIONAL ISD/CSD,Male,3350
2023-2024,17,FLOYD COUNTY,077902,LOCKNEY ISD,TRADITIONAL ISD/CSD,Female,214
2023-2024,17,FLOYD COUNTY,077902,LOCKNEY ISD,TRADITIONAL ISD/CSD,Male,190
2023-2024,15,MCCULLOCH COUNTY,160905,LOHN ISD,TRADITIONAL ISD/CSD,Female,58
2023-2024,15,MCCULLOCH COUNTY,160905,LOHN ISD,TRADITIONAL ISD/CSD,Male,51
2023-2024,12,LAMPASAS COUNTY,141902,LOMETA ISD,TRADITIONAL ISD/CSD,Female,164
2023-2024,12,LAMPASAS COUNTY,141902,LOMETA ISD,TRADITIONAL ISD/CSD,Male,156
2023-2024,02,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,Female,847
2023-2024,02,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,Male,879
2023-2024,10,HUNT COUNTY,116906,LONE OAK ISD,TRADITIONAL ISD/CSD,Female,562
2023-2024,10,HUNT COUNTY,116906,LONE OAK ISD,TRADITIONAL ISD/CSD,Male,584
2023-2024,10,COLLIN COUNTY,043802,LONE STAR LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Female,127
2023-2024,10,COLLIN COUNTY,043802,LONE STAR LANGUAGE ACADEMY,OPEN ENROLLMENT CHARTER,Male,107
2023-2024,07,GREGG COUNTY,092903,LONGVIEW ISD,TRADITIONAL ISD/CSD,Female,3871
2023-2024,07,GREGG COUNTY,092903,LONGVIEW ISD,TRADITIONAL ISD/CSD,Male,4233
2023-2024,17,GAINES COUNTY,083902,LOOP ISD,TRADITIONAL ISD/CSD,Female,64
2023-2024,17,GAINES COUNTY,083902,LOOP ISD,TRADITIONAL ISD/CSD,Male,79
2023-2024,14,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,Female,53
2023-2024,14,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,Male,80
2023-2024,12,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,Female,902
2023-2024,12,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,Male,956
2023-2024,17,CROSBY COUNTY,054902,LORENZO ISD,TRADITIONAL ISD/CSD,Female,106
2023-2024,17,CROSBY COUNTY,054902,LORENZO ISD,TRADITIONAL ISD/CSD,Male,109
2023-2024,01,CAMERON COUNTY,031906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,Female,5052
2023-2024,01,CAMERON COUNTY,031906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,Male,5494
2023-2024,03,WHARTON COUNTY,241906,LOUISE ISD,TRADITIONAL ISD/CSD,Female,256
2023-2024,03,WHARTON COUNTY,241906,LOUISE ISD,TRADITIONAL ISD/CSD,Male,265
2023-2024,10,COLLIN COUNTY,043919,LOVEJOY ISD,TRADITIONAL ISD/CSD,Female,1949
2023-2024,10,COLLIN COUNTY,043919,LOVEJOY ISD,TRADITIONAL ISD/CSD,Male,2143
2023-2024,06,HOUSTON COUNTY,113903,LOVELADY ISD,TRADITIONAL ISD/CSD,Female,255
2023-2024,06,HOUSTON COUNTY,113903,LOVELADY ISD,TRADITIONAL ISD/CSD,Male,281
2023-2024,17,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,Female,11871
2023-2024,17,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,Male,12458
2023-2024,17,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,Female,3880
2023-2024,17,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,Male,3975
2023-2024,14,JONES COUNTY,127905,LUEDERS-AVOCA ISD,TRADITIONAL ISD/CSD,Female,44
2023-2024,14,JONES COUNTY,127905,LUEDERS-AVOCA ISD,TRADITIONAL ISD/CSD,Male,60
2023-2024,07,ANGELINA COUNTY,003903,LUFKIN ISD,TRADITIONAL ISD/CSD,Female,3419
2023-2024,07,ANGELINA COUNTY,003903,LUFKIN ISD,TRADITIONAL ISD/CSD,Male,3627
2023-2024,13,CALDWELL COUNTY,028903,LULING ISD,TRADITIONAL ISD/CSD,Female,684
2023-2024,13,CALDWELL COUNTY,028903,LULING ISD,TRADITIONAL ISD/CSD,Male,742
2023-2024,05,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,Female,2030
2023-2024,05,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,Male,2167
2023-2024,01,WILLACY COUNTY,245902,LYFORD CISD,TRADITIONAL ISD/CSD,Female,721
2023-2024,01,WILLACY COUNTY,245902,LYFORD CISD,TRADITIONAL ISD/CSD,Male,719
2023-2024,20,ATASCOSA COUNTY,007904,LYTLE ISD,TRADITIONAL ISD/CSD,Female,884
2023-2024,20,ATASCOSA COUNTY,007904,LYTLE ISD,TRADITIONAL ISD/CSD,Male,937
2023-2024,10,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,Female,1956
2023-2024,10,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,Male,2110
2023-2024,06,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,Female,1188
2023-2024,06,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,Male,1204
2023-2024,06,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,Female,7029
2023-2024,06,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,Male,7439
2023-2024,07,HENDERSON COUNTY,107906,MALAKOFF ISD,TRADITIONAL ISD/CSD,Female,708
2023-2024,07,HENDERSON COUNTY,107906,MALAKOFF ISD,TRADITIONAL ISD/CSD,Male,733
2023-2024,12,HILL COUNTY,109908,MALONE ISD,TRADITIONAL ISD/CSD,Female,43
2023-2024,12,HILL COUNTY,109908,MALONE ISD,TRADITIONAL ISD/CSD,Male,48
2023-2024,08,BOWIE COUNTY,019910,MALTA ISD,TRADITIONAL ISD/CSD,Female,94
2023-2024,08,BOWIE COUNTY,019910,MALTA ISD,TRADITIONAL ISD/CSD,Male,118
2023-2024,10,DALLAS COUNTY,057844,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,Female,306
2023-2024,10,DALLAS COUNTY,057844,MANARA ACADEMY,OPEN ENROLLMENT CHARTER,Male,294
2023-2024,13,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,Female,4709
2023-2024,13,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,Male,4949
2023-2024,11,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,Female,17375
2023-2024,11,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,Male,18476
2023-2024,18,BREWSTER COUNTY,022902,MARATHON ISD,TRADITIONAL ISD/CSD,Female,28
2023-2024,18,BREWSTER COUNTY,022902,MARATHON ISD,TRADITIONAL ISD/CSD,Male,31
2023-2024,13,BURNET COUNTY,027904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,Female,1866
2023-2024,13,BURNET COUNTY,027904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,Male,2182
2023-2024,18,PRESIDIO COUNTY,189901,MARFA ISD,TRADITIONAL ISD/CSD,Female,104
2023-2024,18,PRESIDIO COUNTY,189901,MARFA ISD,TRADITIONAL ISD/CSD,Male,119
2023-2024,20,GUADALUPE COUNTY,094904,MARION ISD,TRADITIONAL ISD/CSD,Female,738
2023-2024,20,GUADALUPE COUNTY,094904,MARION ISD,TRADITIONAL ISD/CSD,Male,832
2023-2024,12,FALLS COUNTY,073903,MARLIN ISD,TRADITIONAL ISD/CSD,Female,432
2023-2024,12,FALLS COUNTY,073903,MARLIN ISD,TRADITIONAL ISD/CSD,Male,471
2023-2024,07,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,Female,2410
2023-2024,07,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,Male,2555
2023-2024,12,MCLENNAN COUNTY,161908,MART ISD,TRADITIONAL ISD/CSD,Female,304
2023-2024,12,MCLENNAN COUNTY,161908,MART ISD,TRADITIONAL ISD/CSD,Male,302
2023-2024,07,VAN ZANDT COUNTY,234905,MARTINS MILL ISD,TRADITIONAL ISD/CSD,Female,233
2023-2024,07,VAN ZANDT COUNTY,234905,MARTINS MILL ISD,TRADITIONAL ISD/CSD,Male,252
2023-2024,07,NACOGDOCHES COUNTY,174909,MARTINSVILLE ISD,TRADITIONAL ISD/CSD,Female,153
2023-2024,07,NACOGDOCHES COUNTY,174909,MARTINSVILLE ISD,TRADITIONAL ISD/CSD,Male,164
2023-2024,15,MASON COUNTY,157901,MASON ISD,TRADITIONAL ISD/CSD,Female,325
2023-2024,15,MASON COUNTY,157901,MASON ISD,TRADITIONAL ISD/CSD,Male,380
2023-2024,03,MATAGORDA COUNTY,158904,MATAGORDA ISD,TRADITIONAL ISD/CSD,Female,52
2023-2024,03,MATAGORDA COUNTY,158904,MATAGORDA ISD,TRADITIONAL ISD/CSD,Male,61
2023-2024,02,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,Female,678
2023-2024,02,SAN PATRICIO COUNTY,205904,MATHIS ISD,TRADITIONAL ISD/CSD,Male,769
2023-2024,08,BOWIE COUNTY,019903,MAUD ISD,TRADITIONAL ISD/CSD,Female,202
2023-2024,08,BOWIE COUNTY,019903,MAUD ISD,TRADITIONAL ISD/CSD,Male,254
2023-2024,15,BROWN COUNTY,025905,MAY ISD,TRADITIONAL ISD/CSD,Female,108
2023-2024,15,BROWN COUNTY,025905,MAY ISD,TRADITIONAL ISD/CSD,Male,158
2023-2024,10,ELLIS COUNTY,070915,MAYPEARL ISD,TRADITIONAL ISD/CSD,Female,564
2023-2024,10,ELLIS COUNTY,070915,MAYPEARL ISD,TRADITIONAL ISD/CSD,Male,660
2023-2024,01,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,Female,9762
2023-2024,01,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,Male,10333
2023-2024,18,UPTON COUNTY,231901,MCCAMEY ISD,TRADITIONAL ISD/CSD,Female,259
2023-2024,18,UPTON COUNTY,231901,MCCAMEY ISD,TRADITIONAL ISD/CSD,Male,239
2023-2024,13,BASTROP COUNTY,011905,MCDADE ISD,TRADITIONAL ISD/CSD,Female,179
2023-2024,13,BASTROP COUNTY,011905,MCDADE ISD,TRADITIONAL ISD/CSD,Male,181
2023-2024,12,MCLENNAN COUNTY,161909,MCGREGOR ISD,TRADITIONAL ISD/CSD,Female,771
2023-2024,12,MCLENNAN COUNTY,161909,MCGREGOR ISD,TRADITIONAL ISD/CSD,Male,761
2023-2024,10,COLLIN COUNTY,043907,MCKINNEY ISD,TRADITIONAL ISD/CSD,Female,11467
2023-2024,10,COLLIN COUNTY,043907,MCKINNEY ISD,TRADITIONAL ISD/CSD,Male,11839
2023-2024,16,GRAY COUNTY,090903,MCLEAN ISD,TRADITIONAL ISD/CSD,Female,89
2023-2024,16,GRAY COUNTY,090903,MCLEAN ISD,TRADITIONAL ISD/CSD,Male,100
2023-2024,08,CASS COUNTY,034906,MCLEOD ISD,TRADITIONAL ISD/CSD,Female,226
2023-2024,08,CASS COUNTY,034906,MCLEOD ISD,TRADITIONAL ISD/CSD,Male,202
2023-2024,02,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,Female,144
2023-2024,02,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,Male,127
2023-2024,17,TERRY COUNTY,223902,MEADOW ISD,TRADITIONAL ISD/CSD,Female,126
2023-2024,17,TERRY COUNTY,223902,MEADOW ISD,TRADITIONAL ISD/CSD,Male,111
2023-2024,20,KENDALL COUNTY,130801,MEADOWLAND CHARTER DISTRICT,OPEN ENROLLMENT CHARTER,Female,33
2023-2024,20,KENDALL COUNTY,130801,MEADOWLAND CHARTER DISTRICT,OPEN ENROLLMENT CHARTER,Male,20
2023-2024,20,BANDERA COUNTY,010901,MEDINA ISD,TRADITIONAL ISD/CSD,Female,118
2023-2024,20,BANDERA COUNTY,010901,MEDINA ISD,TRADITIONAL ISD/CSD,Male,121
2023-2024,20,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,Female,4176
2023-2024,20,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,Male,4524
2023-2024,10,COLLIN COUNTY,043908,MELISSA ISD,TRADITIONAL ISD/CSD,Female,3229
2023-2024,10,COLLIN COUNTY,043908,MELISSA ISD,TRADITIONAL ISD/CSD,Male,3506
2023-2024,16,HALL COUNTY,096904,MEMPHIS ISD,TRADITIONAL ISD/CSD,Female,189
2023-2024,16,HALL COUNTY,096904,MEMPHIS ISD,TRADITIONAL ISD/CSD,Male,211
2023-2024,15,MENARD COUNTY,164901,MENARD ISD,TRADITIONAL ISD/CSD,Female,137
2023-2024,15,MENARD COUNTY,164901,MENARD ISD,TRADITIONAL ISD/CSD,Male,150
2023-2024,01,HIDALGO COUNTY,108907,MERCEDES ISD,TRADITIONAL ISD/CSD,Female,2155
2023-2024,01,HIDALGO COUNTY,108907,MERCEDES ISD,TRADITIONAL ISD/CSD,Male,2238
2023-2024,12,BOSQUE COUNTY,018902,MERIDIAN ISD,TRADITIONAL ISD/CSD,Female,159
2023-2024,12,BOSQUE COUNTY,018902,MERIDIAN ISD,TRADITIONAL ISD/CSD,Male,185
2023-2024,13,WILLIAMSON COUNTY,246801,MERIDIAN WORLD SCHOOL LLC,OPEN ENROLLMENT CHARTER,Female,865
2023-2024,13,WILLIAMSON COUNTY,246801,MERIDIAN WORLD SCHOOL LLC,OPEN ENROLLMENT CHARTER,Male,864
2023-2024,14,TAYLOR COUNTY,221904,MERKEL ISD,TRADITIONAL ISD/CSD,Female,597
2023-2024,14,TAYLOR COUNTY,221904,MERKEL ISD,TRADITIONAL ISD/CSD,Male,530
2023-2024,10,DALLAS COUNTY,057914,MESQUITE ISD,TRADITIONAL ISD/CSD,Female,18761
2023-2024,10,DALLAS COUNTY,057914,MESQUITE ISD,TRADITIONAL ISD/CSD,Male,19504
2023-2024,12,LIMESTONE COUNTY,147903,MEXIA ISD,TRADITIONAL ISD/CSD,Female,863
2023-2024,12,LIMESTONE COUNTY,147903,MEXIA ISD,TRADITIONAL ISD/CSD,Male,969
2023-2024,04,HARRIS COUNTY,101855,MEYERPARK CHARTER,OPEN ENROLLMENT CHARTER,Female,148
2023-2024,04,HARRIS COUNTY,101855,MEYERPARK CHARTER,OPEN ENROLLMENT CHARTER,Male,145
2023-2024,03,DEWITT COUNTY,062906,MEYERSVILLE ISD,TRADITIONAL ISD/CSD,Female,84
2023-2024,03,DEWITT COUNTY,062906,MEYERSVILLE ISD,TRADITIONAL ISD/CSD,Male,71
2023-2024,16,ROBERTS COUNTY,197902,MIAMI ISD,TRADITIONAL ISD/CSD,Female,97
2023-2024,16,ROBERTS COUNTY,197902,MIAMI ISD,TRADITIONAL ISD/CSD,Male,101
2023-2024,18,MIDLAND COUNTY,165802,MIDLAND ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,218
2023-2024,18,MIDLAND COUNTY,165802,MIDLAND ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,184
2023-2024,18,MIDLAND COUNTY,165901,MIDLAND ISD,TRADITIONAL ISD/CSD,Female,14029
2023-2024,18,MIDLAND COUNTY,165901,MIDLAND ISD,TRADITIONAL ISD/CSD,Male,14723
2023-2024,10,ELLIS COUNTY,070908,MIDLOTHIAN ISD,TRADITIONAL ISD/CSD,Female,5298
2023-2024,10,ELLIS COUNTY,070908,MIDLOTHIAN ISD,TRADITIONAL ISD/CSD,Male,5805
2023-2024,09,CLAY COUNTY,039905,MIDWAY ISD,TRADITIONAL ISD/CSD,Female,79
2023-2024,12,MCLENNAN COUNTY,161903,MIDWAY ISD,TRADITIONAL ISD/CSD,Female,4365
2023-2024,09,CLAY COUNTY,039905,MIDWAY ISD,TRADITIONAL ISD/CSD,Male,58
2023-2024,12,MCLENNAN COUNTY,161903,MIDWAY ISD,TRADITIONAL ISD/CSD,Male,4484
2023-2024,06,MILAM COUNTY,166903,MILANO ISD,TRADITIONAL ISD/CSD,Female,194
2023-2024,06,MILAM COUNTY,166903,MILANO ISD,TRADITIONAL ISD/CSD,Male,217
2023-2024,12,NAVARRO COUNTY,175910,MILDRED ISD,TRADITIONAL ISD/CSD,Female,384
2023-2024,12,NAVARRO COUNTY,175910,MILDRED ISD,TRADITIONAL ISD/CSD,Male,453
2023-2024,15,RUNNELS COUNTY,200902,MILES ISD,TRADITIONAL ISD/CSD,Female,250
2023-2024,15,RUNNELS COUNTY,200902,MILES ISD,TRADITIONAL ISD/CSD,Male,258
2023-2024,10,ELLIS COUNTY,070909,MILFORD ISD,TRADITIONAL ISD/CSD,Female,128
2023-2024,10,ELLIS COUNTY,070909,MILFORD ISD,TRADITIONAL ISD/CSD,Male,133
2023-2024,08,HOPKINS COUNTY,112907,MILLER GROVE ISD,TRADITIONAL ISD/CSD,Female,160
2023-2024,08,HOPKINS COUNTY,112907,MILLER GROVE ISD,TRADITIONAL ISD/CSD,Male,163
2023-2024,11,PARKER COUNTY,184904,MILLSAP ISD,TRADITIONAL ISD/CSD,Female,510
2023-2024,11,PARKER COUNTY,184904,MILLSAP ISD,TRADITIONAL ISD/CSD,Male,590
2023-2024,07,WOOD COUNTY,250903,MINEOLA ISD,TRADITIONAL ISD/CSD,Female,836
2023-2024,07,WOOD COUNTY,250903,MINEOLA ISD,TRADITIONAL ISD/CSD,Male,826
2023-2024,11,PALO PINTO COUNTY,182903,MINERAL WELLS ISD,TRADITIONAL ISD/CSD,Female,1531
2023-2024,11,PALO PINTO COUNTY,182903,MINERAL WELLS ISD,TRADITIONAL ISD/CSD,Male,1790
2023-2024,01,HIDALGO COUNTY,108908,MISSION CISD,TRADITIONAL ISD/CSD,Female,6902
